num_rounds,num_clients,final_accuracy,best_accuracy(roundNumber)
20,2,0.8702999949455261,0.8794000148773193(19)
100,2,0.560699999332428,0.901300013065338(16)
5,2,0.5654000043869019,0.5654000043869019(5)
10,2,0.8881000280380249,0.8962000012397766(9)
2,2,0.2739000022411346,0.2739000022411346(2)
50,2,0.5353000164031982,0.901300013065338(16)
15,2,0.9035000205039978,0.9035000205039978(15)
25,2,0.8888999819755554,0.9028000235557556(21)
