round,loss,accuracy,num_clients
1,89.75765991210938,0.11349999904632568,2
2,11.916181564331055,0.27390000224113464,2
3,3.650273323059082,0.4950000047683716,2
4,2.729673147201538,0.5748999714851379,2
5,1.3438833951950073,0.708299994468689,2
6,1.5540388822555542,0.6481999754905701,2
7,1.2693527936935425,0.7214999794960022,2
8,0.6190406084060669,0.845300018787384,2
9,0.7262182831764221,0.8245999813079834,2
10,0.6473730206489563,0.8406999707221985,2
11,0.7502659559249878,0.8276000022888184,2
12,0.5665282011032104,0.8708000183105469,2
13,0.6326414346694946,0.8497999906539917,2
14,0.46463266015052795,0.8884000182151794,2
15,0.4214686155319214,0.9035000205039978,2
