round,loss,accuracy,num_clients
1,0.48891663551330566,0.9144999980926514,2
2,0.5004627108573914,0.9160000085830688,2
3,0.553311288356781,0.9142000079154968,2
4,0.5398764610290527,0.914900004863739,2
5,0.6724904179573059,0.8945000171661377,2
6,0.5213438868522644,0.9207000136375427,2
7,0.5289105772972107,0.9193000197410583,2
8,0.5355290770530701,0.9178000092506409,2
9,0.543812096118927,0.9175000190734863,2
10,0.5545009970664978,0.9158999919891357,2
11,0.5469923615455627,0.9178000092506409,2
12,0.6153112053871155,0.9136000275611877,2
13,0.6492006778717041,0.8982999920845032,2
14,0.5428163409233093,0.9168999791145325,2
15,0.6998008489608765,0.8974000215530396,2
16,0.5903275609016418,0.9133999943733215,2
17,0.6392943859100342,0.8986999988555908,2
18,0.5799194574356079,0.9147999882698059,2
19,0.6067259907722473,0.9025999903678894,2
20,0.5374276638031006,0.9182999730110168,2
21,0.522250235080719,0.9205999970436096,2
22,0.568310022354126,0.9096999764442444,2
23,0.601549506187439,0.9000999927520752,2
24,0.5229918956756592,0.9186000227928162,2
25,0.5296770334243774,0.9156000018119812,2
26,0.5638473629951477,0.9107000231742859,2
27,0.5425747036933899,0.9142000079154968,2
28,0.5320121645927429,0.913100004196167,2
29,0.5356704592704773,0.9138000011444092,2
30,0.5257684588432312,0.9142000079154968,2
31,0.5508675575256348,0.9111999869346619,2
32,0.549311637878418,0.9096999764442444,2
33,0.532714307308197,0.9108999967575073,2
34,0.5258151888847351,0.9106000065803528,2
35,0.5324901342391968,0.9065999984741211,2
36,0.5169482827186584,0.9103000164031982,2
37,0.5134644508361816,0.9110000133514404,2
38,0.511207103729248,0.9121000170707703,2
39,0.5054563879966736,0.913100004196167,2
40,0.499386727809906,0.9124000072479248,2
41,0.49775567650794983,0.9110999703407288,2
42,0.49329322576522827,0.9121999740600586,2
43,0.4913310110569,0.9108999967575073,2
44,0.4863046407699585,0.9104999899864197,2
45,0.4849361181259155,0.9100000262260437,2
46,0.4830281138420105,0.9107000231742859,2
47,0.48134100437164307,0.9101999998092651,2
48,0.4793170392513275,0.9100000262260437,2
49,0.4777357280254364,0.9092000126838684,2
50,0.47560951113700867,0.9089999794960022,2
51,0.47239261865615845,0.9092000126838684,2
52,0.468216210603714,0.9089999794960022,2
53,0.46281811594963074,0.9093999862670898,2
54,0.4569393992424011,0.9096999764442444,2
55,0.45105409622192383,0.910099983215332,2
56,0.44556450843811035,0.9100000262260437,2
57,0.44062718749046326,0.9101999998092651,2
58,0.43595653772354126,0.9101999998092651,2
59,0.4314585030078888,0.9103000164031982,2
60,0.42708829045295715,0.9103000164031982,2
61,0.4230686128139496,0.9101999998092651,2
62,0.419540673494339,0.9104999899864197,2
63,0.4161812365055084,0.9108999967575073,2
64,0.4130307137966156,0.9110000133514404,2
65,0.4099375903606415,0.9111999869346619,2
66,0.40721946954727173,0.9108999967575073,2
67,0.40429192781448364,0.9110000133514404,2
68,0.40101152658462524,0.9110999703407288,2
69,0.3975887894630432,0.9114999771118164,2
70,0.3938610553741455,0.9120000004768372,2
71,0.38986697793006897,0.9125000238418579,2
72,0.38578861951828003,0.9121999740600586,2
73,0.3816680908203125,0.9115999937057495,2
74,0.3775331676006317,0.9121999740600586,2
75,0.37332794070243835,0.9125000238418579,2
76,0.36909785866737366,0.9122999906539917,2
77,0.36495521664619446,0.9133999943733215,2
78,0.3609599471092224,0.9143999814987183,2
79,0.3349386155605316,0.9192000031471252,2
80,0.35213929414749146,0.9153000116348267,2
81,0.3485639989376068,0.9157999753952026,2
82,0.3450453579425812,0.916700005531311,2
83,0.34168848395347595,0.9169999957084656,2
84,0.3385114073753357,0.9172000288963318,2
85,0.3354739844799042,0.9172000288963318,2
86,0.3325423002243042,0.9172000288963318,2
87,0.3298003375530243,0.9172000288963318,2
88,0.32720497250556946,0.9179999828338623,2
89,0.3248707354068756,0.9182000160217285,2
90,0.3227059841156006,0.9180999994277954,2
91,0.3206930160522461,0.9182999730110168,2
92,0.31885266304016113,0.919700026512146,2
93,0.3171752095222473,0.9199000000953674,2
94,0.333518922328949,0.9153000116348267,2
95,0.33187541365623474,0.9151999950408936,2
96,0.33021974563598633,0.9157999753952026,2
97,0.3286913335323334,0.9161999821662903,2
98,0.32721418142318726,0.9161999821662903,2
99,0.325770765542984,0.916700005531311,2
100,0.3243429362773895,0.9172999858856201,2
