num_rounds,num_clients,final_accuracy,best_accuracy(roundNumber)
20,2,0.9031999707221984,0.9196000099182128(19)
100,2,0.91729998588562,0.9193999767303468(78)
5,2,0.8939999938011169,0.9171000123023988(4)
10,2,0.912500023841858,0.9207000136375428(5)
2,2,0.9039000272750854,0.9143999814987184(1)
50,2,0.908900022506714,0.9197999835014344(19)
15,2,0.916800022125244,0.919099986553192(6)
25,2,0.9160000085830688,0.9180999994277954(24)
