round,loss,accuracy,num_clients
1,0.23678186535835266,0.9309999942779541,20
2,0.1785433292388916,0.9477999806404114,20
3,0.15194375813007355,0.9562000036239624,20
4,0.13598929345607758,0.9621000289916992,20
5,0.12536084651947021,0.9659000039100647,20
6,0.11945091187953949,0.9682000279426575,20
7,0.11466961354017258,0.9699000120162964,20
8,0.11025764048099518,0.9707000255584717,20
9,0.10717480629682541,0.9714000225067139,20
10,0.10514137893915176,0.9718000292778015,20
11,0.10332314670085907,0.9728999733924866,20
12,0.10219977051019669,0.9728000164031982,20
13,0.10024656355381012,0.9732999801635742,20
14,0.09984230995178223,0.9739999771118164,20
15,0.09906419366598129,0.9746000170707703,20
16,0.09819723665714264,0.9746999740600586,20
17,0.09735006093978882,0.9751999974250793,20
18,0.09665773808956146,0.9754999876022339,20
19,0.09658671915531158,0.9751999974250793,20
20,0.09599262475967407,0.9757000207901001,20
21,0.09574911743402481,0.9758999943733215,20
22,0.09545499086380005,0.9761000275611877,20
23,0.09507002681493759,0.9765999913215637,20
24,0.09503443539142609,0.9768000245094299,20
25,0.09489565342664719,0.9768999814987183,20
