round,loss,accuracy,num_clients
1,0.7101548314094543,0.8568999767303467,20
2,0.5388352274894714,0.8996000289916992,20
3,0.49836888909339905,0.9090999960899353,20
4,0.482925683259964,0.9136000275611877,20
5,0.47206977009773254,0.9154000282287598,20
6,0.46617045998573303,0.9190000295639038,20
7,0.4516580104827881,0.921999990940094,20
8,0.45784780383110046,0.9204999804496765,20
9,0.44965410232543945,0.9240000247955322,20
10,0.4508899450302124,0.9236999750137329,20
11,0.45217567682266235,0.9236999750137329,20
12,0.46418485045433044,0.9225999712944031,20
13,0.4547311067581177,0.9254000186920166,20
14,0.4618277847766876,0.925599992275238,20
15,0.4495917856693268,0.9259999990463257,20
16,0.4590071737766266,0.9251000285148621,20
17,0.4518977105617523,0.9265999794006348,20
18,0.45506751537323,0.927299976348877,20
19,0.44984883069992065,0.9273999929428101,20
20,0.4610302746295929,0.9262999892234802,20
