num_rounds,num_clients,final_accuracy,best_accuracy(roundNumber)
20,2,0.9182999730110168,0.9207000136375428(6)
100,2,0.91729998588562,0.9207000136375428(6)
5,2,0.8945000171661377,0.9160000085830688(2)
10,2,0.9158999919891356,0.9207000136375428(6)
2,2,0.9160000085830688,0.9160000085830688(2)
50,2,0.9089999794960022,0.9207000136375428(6)
15,2,0.8974000215530396,0.9207000136375428(6)
25,2,0.9156000018119812,0.9207000136375428(6)
