round,loss,accuracy,num_clients
1,0.5067400932312012,0.9089000225067139,3
2,0.493396520614624,0.9157000184059143,3
3,0.8217849731445312,0.8758000135421753,3
4,0.6765119433403015,0.8970000147819519,3
5,0.6524967551231384,0.9016000032424927,3
6,0.6471166014671326,0.8988999724388123,3
7,0.6125544905662537,0.9093000292778015,3
8,0.5599290132522583,0.919700026512146,3
9,0.5909120440483093,0.9110999703407288,3
10,0.5355619192123413,0.9218999743461609,3
11,0.5632036328315735,0.9194999933242798,3
12,0.5788376331329346,0.916100025177002,3
13,0.6301427483558655,0.9067000150680542,3
14,0.5737634897232056,0.9172999858856201,3
15,0.6534910202026367,0.902400016784668,3
