round,loss,accuracy,num_clients
1,0.2433423399925232,0.9294000267982483,20
2,0.18751873075962067,0.946399986743927,20
3,0.15840590000152588,0.9546999931335449,20
4,0.14093761146068573,0.9605000019073486,20
5,0.12942180037498474,0.9629999995231628,20
6,0.12141948193311691,0.9663000106811523,20
7,0.11593882739543915,0.9678000211715698,20
8,0.11126213520765305,0.9693999886512756,20
9,0.10833363980054855,0.9713000059127808,20
10,0.10573465377092361,0.972000002861023,20
11,0.10404534637928009,0.9731000065803528,20
12,0.10288192331790924,0.9736999869346619,20
13,0.10118280351161957,0.9740999937057495,20
14,0.10027878731489182,0.974399983882904,20
15,0.09904765337705612,0.9745000004768372,20
16,0.09835192561149597,0.9745000004768372,20
17,0.09761947393417358,0.9747999906539917,20
18,0.09692737460136414,0.9749000072479248,20
19,0.09615064412355423,0.9751999974250793,20
20,0.09572330862283707,0.9754999876022339,20
21,0.09594272822141647,0.9754999876022339,20
22,0.09560339152812958,0.9760000109672546,20
23,0.09496146440505981,0.9760000109672546,20
24,0.09479581564664841,0.9764999747276306,20
25,0.09493544697761536,0.9764000177383423,20
