round,loss,accuracy,num_clients
1,0.4718446433544159,0.9128000140190125,5
2,0.5290576219558716,0.9085999727249146,5
3,0.4783613681793213,0.9261000156402588,5
4,0.48613324761390686,0.9254999756813049,5
5,0.48525992035865784,0.9259999990463257,5
6,0.5219825506210327,0.9210000038146973,5
7,0.5466579794883728,0.917900025844574,5
8,0.5195278525352478,0.9221000075340271,5
9,0.5097350478172302,0.9225999712944031,5
10,0.5127524733543396,0.9240000247955322,5
11,0.4986250400543213,0.9283999800682068,5
12,0.5137617588043213,0.9272000193595886,5
13,0.5202870965003967,0.9254999756813049,5
14,0.5121743679046631,0.9240999817848206,5
15,0.5079318881034851,0.9248999953269958,5
16,0.5019428730010986,0.9233999848365784,5
17,0.5126457810401917,0.9254999756813049,5
18,0.5304499268531799,0.925000011920929,5
19,0.5422196984291077,0.925599992275238,5
20,0.5237174034118652,0.9261999726295471,5
21,0.5338893532752991,0.9240000247955322,5
22,0.5462737083435059,0.9211999773979187,5
23,0.5431881546974182,0.9229000210762024,5
24,0.5038824677467346,0.9258999824523926,5
25,0.5176810026168823,0.9275000095367432,5
